"GEO_ID","NAME","B22003_001E","B22003_001M","B22003_002E","B22003_002M","B22003_003E","B22003_003M","B22003_004E","B22003_004M","B22003_005E","B22003_005M","B22003_006E","B22003_006M","B22003_007E","B22003_007M"
"1400000US16027022300","Census Tract 223, Canyon County, Idaho","1895","133","165","73","73","50","92","45","1730","135","127","60","1603","127"
"1400000US16027022400","Census Tract 224, Canyon County, Idaho","1550","109","107","57","86","55","21","20","1443","121","37","30","1406","122"
"1400000US16075960100","Census Tract 9601, Payette County, Idaho","2353","156","319","140","159","111","160","90","2034","191","224","104","1810","183"
"1400000US16075960200","Census Tract 9602, Payette County, Idaho","1396","108","208","93","138","66","70","65","1188","124","122","60","1066","117"
"1400000US16075960300","Census Tract 9603, Payette County, Idaho","2910","153","191","114","172","108","19","30","2719","205","267","137","2452","211"
"1400000US16075960400","Census Tract 9604, Payette County, Idaho","1644","129","117","43","58","34","59","29","1527","130","125","56","1402","130"
"1400000US16087970100","Census Tract 9701, Washington County, Idaho","691","78","33","21","14","17","19","14","658","80","78","30","580","75"
"1400000US16087970200","Census Tract 9702, Washington County, Idaho","1367","91","118","56","65","39","53","40","1249","93","110","48","1139","94"
"1400000US16087970300","Census Tract 9703, Washington County, Idaho","1952","121","394","114","184","91","210","74","1558","135","167","85","1391","134"
"1400000US41045940000","Census Tract 9400, Malheur County, Oregon","0","123","0","123","0","123","0","123","0","123","0","123","0","123"
"1400000US41045970200","Census Tract 9702, Malheur County, Oregon","1759","130","164","89","117","83","47","36","1595","142","55","37","1540","144"
"1400000US41045970300","Census Tract 9703, Malheur County, Oregon","1628","153","193","86","75","56","118","68","1435","151","210","91","1225","152"
"1400000US41045970400","Census Tract 9704, Malheur County, Oregon","1795","162","530","140","364","124","166","79","1265","170","298","124","967","159"
"1400000US41045970500","Census Tract 9705, Malheur County, Oregon","1761","159","331","117","156","86","175","79","1430","122","147","65","1283","121"
"1400000US41045970600","Census Tract 9706, Malheur County, Oregon","1487","130","240","86","130","65","110","59","1247","125","114","52","1133","134"
"1400000US41045970700","Census Tract 9707, Malheur County, Oregon","636","73","52","27","27","21","25","17","584","74","35","17","549","74"
"1400000US41045970900","Census Tract 9709, Malheur County, Oregon","1115","106","91","36","38","24","53","24","1024","103","140","56","884","95"
