"GEO_ID","NAME","B22003_001E","B22003_001M","B22003_002E","B22003_002M","B22003_003E","B22003_003M","B22003_004E","B22003_004M","B22003_005E","B22003_005M","B22003_006E","B22003_006M","B22003_007E","B22003_007M"
"1400000US16027021002","Census Tract 210.02, Canyon County, Idaho","3144","206","436","153","174","95","262","113","2708","208","275","103","2433","211"
"1400000US16027021100","Census Tract 211, Canyon County, Idaho","4724","232","510","214","156","86","354","189","4214","276","240","116","3974","313"
"1400000US16027021200","Census Tract 212, Canyon County, Idaho","2568","187","903","236","625","215","278","146","1665","191","140","88","1525","206"
"1400000US16027021300","Census Tract 213, Canyon County, Idaho","962","116","336","121","222","99","114","81","626","124","88","46","538","129"
"1400000US16027021500","Census Tract 215, Canyon County, Idaho","1950","173","572","152","352","131","220","101","1378","178","200","98","1178","177"
"1400000US16027021600","Census Tract 216, Canyon County, Idaho","1696","151","357","128","179","87","178","129","1339","144","257","102","1082","121"
"1400000US16027021700","Census Tract 217, Canyon County, Idaho","3804","224","468","146","309","132","159","81","3336","221","248","115","3088","240"
"1400000US16027021800","Census Tract 218, Canyon County, Idaho","2168","134","99","59","14","16","85","58","2069","134","148","59","1921","133"
"1400000US16027021901","Census Tract 219.01, Canyon County, Idaho","1634","186","328","95","152","67","176","94","1306","187","117","57","1189","179"
"1400000US16027021903","Census Tract 219.03, Canyon County, Idaho","3077","173","200","150","0","89","200","150","2877","179","196","113","2681","208"
"1400000US16027021904","Census Tract 219.04, Canyon County, Idaho","1077","108","179","64","159","64","20","23","898","119","68","34","830","117"
"1400000US16027022100","Census Tract 221, Canyon County, Idaho","1585","121","209","81","100","59","109","54","1376","128","167","61","1209","139"
"1400000US16027022200","Census Tract 222, Canyon County, Idaho","1548","108","204","65","105","52","99","53","1344","115","121","47","1223","123"
"1400000US16027022300","Census Tract 223, Canyon County, Idaho","2000","135","195","73","68","37","127","59","1805","147","132","64","1673","148"
"1400000US16027022400","Census Tract 224, Canyon County, Idaho","1504","103","108","56","75","50","33","28","1396","108","45","31","1351","104"
"1400000US16075960100","Census Tract 9601, Payette County, Idaho","2369","151","399","178","290","177","109","63","1970","184","195","91","1775","210"
"1400000US16075960200","Census Tract 9602, Payette County, Idaho","1331","123","262","95","135","63","127","82","1069","136","98","62","971","134"
"1400000US16075960300","Census Tract 9603, Payette County, Idaho","3043","169","174","89","156","91","18","29","2869","192","249","144","2620","204"
"1400000US16075960400","Census Tract 9604, Payette County, Idaho","1618","141","131","59","49","33","82","46","1487","143","122","50","1365","151"
"1400000US16087970100","Census Tract 9701, Washington County, Idaho","686","83","38","22","22","15","16","12","648","83","56","25","592","75"
"1400000US16087970200","Census Tract 9702, Washington County, Idaho","1406","81","173","77","112","68","61","38","1233","87","70","46","1163","88"
"1400000US16087970300","Census Tract 9703, Washington County, Idaho","1949","113","402","96","170","83","232","70","1547","142","143","76","1404","139"
"1400000US41045940000","Census Tract 9400, Malheur County, Oregon","0","92","0","92","0","92","0","92","0","92","0","92","0","92"
"1400000US41045970200","Census Tract 9702, Malheur County, Oregon","1871","121","194","105","113","95","81","52","1677","150","94","62","1583","150"
"1400000US41045970300","Census Tract 9703, Malheur County, Oregon","1602","132","270","91","120","64","150","65","1332","145","204","90","1128","149"
"1400000US41045970400","Census Tract 9704, Malheur County, Oregon","1813","161","535","120","362","107","173","82","1278","186","327","124","951","140"
"1400000US41045970500","Census Tract 9705, Malheur County, Oregon","1749","161","361","105","178","78","183","73","1388","135","143","65","1245","146"
"1400000US41045970600","Census Tract 9706, Malheur County, Oregon","1516","141","234","63","137","52","97","52","1282","138","105","53","1177","135"
"1400000US41045970700","Census Tract 9707, Malheur County, Oregon","578","65","43","22","12","12","31","17","535","65","37","18","498","62"
"1400000US41045970900","Census Tract 9709, Malheur County, Oregon","1114","102","95","35","40","21","55","27","1019","93","138","48","881","88"
